experiment_id,application_id,variant,assigned_at,channel,device_type,completed,verification_completed,duration_ms,api_error,verification_retries,support_request
verification-guidance-01,exp-app-0263,A,2025-03-16T22:00:00Z,mobile,phone,False,True,821,False,0,False
verification-guidance-01,exp-app-0264,A,2025-03-16T23:00:00Z,mobile,phone,False,True,693,False,0,False
verification-guidance-01,exp-app-0265,A,2025-03-16T00:00:00Z,mobile,phone,False,True,835,False,0,False
verification-guidance-01,exp-app-0266,A,2025-03-16T01:00:00Z,mobile,phone,True,True,704,False,0,False
verification-guidance-01,exp-app-0267,B,2025-03-16T02:00:00Z,mobile,phone,True,True,952,False,0,False
verification-guidance-01,exp-app-0268,B,2025-03-16T03:00:00Z,mobile,phone,True,True,731,False,1,False
verification-guidance-01,exp-app-0269,A,2025-03-16T04:00:00Z,mobile,phone,True,False,746,False,0,False
verification-guidance-01,exp-app-0270,B,2025-03-16T05:00:00Z,mobile,phone,True,True,953,False,0,False
verification-guidance-01,exp-app-0271,A,2025-03-16T06:00:00Z,mobile,phone,True,True,720,False,0,False
verification-guidance-01,exp-app-0272,B,2025-03-16T07:00:00Z,mobile,phone,True,True,889,False,0,False
verification-guidance-01,exp-app-0273,A,2025-03-16T08:00:00Z,mobile,phone,True,True,567,False,0,False
verification-guidance-01,exp-app-0274,B,2025-03-16T09:00:00Z,mobile,phone,True,True,868,False,0,False
verification-guidance-01,exp-app-0275,A,2025-03-16T10:00:00Z,mobile,phone,True,True,562,False,0,False
verification-guidance-01,exp-app-0276,B,2025-03-16T11:00:00Z,mobile,phone,True,True,743,False,0,False
verification-guidance-01,exp-app-0277,B,2025-03-16T12:00:00Z,mobile,phone,True,False,828,False,0,False
verification-guidance-01,exp-app-0278,A,2025-03-16T13:00:00Z,mobile,phone,True,True,709,False,0,False
verification-guidance-01,exp-app-0279,B,2025-03-16T14:00:00Z,mobile,phone,True,True,887,False,0,False
verification-guidance-01,exp-app-0280,B,2025-03-16T15:00:00Z,mobile,phone,True,False,855,False,0,False
verification-guidance-01,exp-app-0281,B,2025-03-17T16:00:00Z,mobile,phone,False,False,698,False,0,False
verification-guidance-01,exp-app-0282,A,2025-03-17T17:00:00Z,mobile,phone,True,True,656,False,0,False
verification-guidance-01,exp-app-0283,A,2025-03-17T18:00:00Z,mobile,phone,True,True,662,False,0,False
verification-guidance-01,exp-app-0284,B,2025-03-17T19:00:00Z,mobile,phone,True,True,928,False,0,False
verification-guidance-01,exp-app-0285,A,2025-03-17T20:00:00Z,mobile,phone,True,False,659,False,0,False
verification-guidance-01,exp-app-0286,A,2025-03-17T21:00:00Z,mobile,phone,False,False,829,False,0,False
verification-guidance-01,exp-app-0287,A,2025-03-17T22:00:00Z,mobile,phone,True,True,679,False,0,False
verification-guidance-01,exp-app-0288,B,2025-03-17T23:00:00Z,mobile,phone,True,True,648,False,0,False
verification-guidance-01,exp-app-0289,B,2025-03-17T00:00:00Z,mobile,phone,True,False,585,False,0,False
verification-guidance-01,exp-app-0290,A,2025-03-17T01:00:00Z,mobile,phone,True,True,658,False,0,False
verification-guidance-01,exp-app-0291,A,2025-03-17T02:00:00Z,mobile,phone,True,True,738,False,0,False
verification-guidance-01,exp-app-0292,A,2025-03-17T03:00:00Z,mobile,phone,True,False,728,False,0,False
verification-guidance-01,exp-app-0293,A,2025-03-17T04:00:00Z,mobile,phone,False,False,690,False,0,False
verification-guidance-01,exp-app-0294,A,2025-03-17T05:00:00Z,mobile,phone,True,False,545,False,0,False
verification-guidance-01,exp-app-0295,A,2025-03-17T06:00:00Z,mobile,phone,True,True,630,False,0,False
verification-guidance-01,exp-app-0296,B,2025-03-17T07:00:00Z,mobile,phone,True,False,702,False,0,False
verification-guidance-01,exp-app-0297,A,2025-03-17T08:00:00Z,mobile,phone,True,True,862,False,0,False
verification-guidance-01,exp-app-0298,A,2025-03-17T09:00:00Z,mobile,phone,True,False,569,False,0,False
verification-guidance-01,exp-app-0299,A,2025-03-17T10:00:00Z,mobile,phone,True,True,749,False,0,False
verification-guidance-01,exp-app-0300,B,2025-03-17T11:00:00Z,mobile,phone,True,False,892,False,0,False
verification-guidance-01,exp-app-0301,B,2025-03-17T12:00:00Z,mobile,phone,True,False,738,False,0,False
verification-guidance-01,exp-app-0302,A,2025-03-17T13:00:00Z,mobile,phone,False,True,826,False,0,True
verification-guidance-01,exp-app-0303,B,2025-03-17T14:00:00Z,mobile,phone,True,True,903,False,0,False
verification-guidance-01,exp-app-0304,A,2025-03-17T15:00:00Z,mobile,phone,True,True,819,False,0,False
verification-guidance-01,exp-app-0305,B,2025-03-17T16:00:00Z,mobile,phone,False,True,709,False,0,False
verification-guidance-01,exp-app-0306,B,2025-03-17T17:00:00Z,mobile,phone,True,True,816,False,0,False
verification-guidance-01,exp-app-0307,B,2025-03-17T18:00:00Z,mobile,phone,True,True,810,False,0,False
verification-guidance-01,exp-app-0308,B,2025-03-17T19:00:00Z,mobile,phone,False,True,840,False,0,False
verification-guidance-01,exp-app-0309,A,2025-03-17T20:00:00Z,mobile,phone,True,False,610,False,0,False
verification-guidance-01,exp-app-0310,A,2025-03-17T21:00:00Z,mobile,phone,True,True,771,False,0,False
verification-guidance-01,exp-app-0311,B,2025-03-17T22:00:00Z,mobile,phone,True,True,755,False,0,False
verification-guidance-01,exp-app-0312,A,2025-03-17T23:00:00Z,mobile,phone,True,True,634,False,0,False
verification-guidance-01,exp-app-0313,B,2025-03-17T00:00:00Z,mobile,phone,True,True,894,False,0,False
verification-guidance-01,exp-app-0314,B,2025-03-17T01:00:00Z,mobile,phone,False,True,938,True,0,False
verification-guidance-01,exp-app-0315,A,2025-03-17T02:00:00Z,mobile,phone,True,False,570,False,0,False
verification-guidance-01,exp-app-0316,B,2025-03-17T03:00:00Z,mobile,phone,False,True,687,False,0,False
verification-guidance-01,exp-app-0317,B,2025-03-17T04:00:00Z,mobile,phone,True,True,697,False,0,False
verification-guidance-01,exp-app-0318,B,2025-03-17T05:00:00Z,mobile,phone,True,True,847,False,0,False
verification-guidance-01,exp-app-0319,A,2025-03-17T06:00:00Z,mobile,phone,True,True,649,False,0,False
verification-guidance-01,exp-app-0320,A,2025-03-17T07:00:00Z,mobile,phone,True,True,815,False,0,False
verification-guidance-01,exp-app-0321,B,2025-03-18T08:00:00Z,mobile,phone,True,True,861,False,0,False
verification-guidance-01,exp-app-0322,A,2025-03-18T09:00:00Z,mobile,phone,True,True,716,False,0,False
verification-guidance-01,exp-app-0323,A,2025-03-18T10:00:00Z,mobile,phone,True,True,806,False,0,False
verification-guidance-01,exp-app-0324,A,2025-03-18T11:00:00Z,mobile,phone,True,True,753,False,0,False
verification-guidance-01,exp-app-0325,A,2025-03-18T12:00:00Z,mobile,phone,True,True,621,False,0,False
verification-guidance-01,exp-app-0326,B,2025-03-18T13:00:00Z,mobile,phone,True,True,712,False,0,False
verification-guidance-01,exp-app-0327,A,2025-03-18T14:00:00Z,mobile,phone,False,True,564,False,0,False
verification-guidance-01,exp-app-0328,B,2025-03-18T15:00:00Z,mobile,phone,True,True,960,False,0,False
verification-guidance-01,exp-app-0329,B,2025-03-18T16:00:00Z,mobile,phone,True,True,746,False,0,False
verification-guidance-01,exp-app-0330,A,2025-03-18T17:00:00Z,mobile,phone,True,True,593,False,0,False
verification-guidance-01,exp-app-0331,B,2025-03-18T18:00:00Z,mobile,phone,True,True,624,False,0,False
verification-guidance-01,exp-app-0332,A,2025-03-18T19:00:00Z,mobile,phone,False,False,800,True,0,False
verification-guidance-01,exp-app-0333,B,2025-03-18T20:00:00Z,mobile,phone,True,True,575,False,0,False
verification-guidance-01,exp-app-0334,B,2025-03-18T21:00:00Z,mobile,phone,True,True,850,False,0,False
verification-guidance-01,exp-app-0335,A,2025-03-18T22:00:00Z,mobile,phone,True,True,853,False,0,False
verification-guidance-01,exp-app-0336,B,2025-03-18T23:00:00Z,mobile,phone,True,True,743,False,0,False
verification-guidance-01,exp-app-0337,B,2025-03-18T00:00:00Z,mobile,phone,True,False,775,False,0,False
verification-guidance-01,exp-app-0338,A,2025-03-18T01:00:00Z,mobile,phone,False,True,757,False,0,False
verification-guidance-01,exp-app-0339,B,2025-03-18T02:00:00Z,mobile,phone,True,True,645,False,0,False
verification-guidance-01,exp-app-0340,B,2025-03-18T03:00:00Z,mobile,phone,True,True,914,False,0,False
verification-guidance-01,exp-app-0341,B,2025-03-18T04:00:00Z,mobile,phone,True,True,734,False,1,False
verification-guidance-01,exp-app-0342,B,2025-03-18T05:00:00Z,mobile,phone,False,False,785,False,0,False
verification-guidance-01,exp-app-0343,A,2025-03-18T06:00:00Z,mobile,phone,True,True,683,False,0,False
verification-guidance-01,exp-app-0344,A,2025-03-18T07:00:00Z,mobile,phone,False,False,745,False,0,False
verification-guidance-01,exp-app-0345,B,2025-03-18T08:00:00Z,mobile,phone,True,False,659,False,0,False
verification-guidance-01,exp-app-0346,B,2025-03-18T09:00:00Z,mobile,phone,True,True,861,False,0,False
verification-guidance-01,exp-app-0347,A,2025-03-18T10:00:00Z,mobile,phone,True,True,788,False,0,False
verification-guidance-01,exp-app-0348,B,2025-03-18T11:00:00Z,mobile,phone,False,True,731,False,1,False
verification-guidance-01,exp-app-0349,B,2025-03-18T12:00:00Z,mobile,phone,True,False,677,False,0,False
verification-guidance-01,exp-app-0350,B,2025-03-18T13:00:00Z,mobile,phone,True,True,698,False,0,False
verification-guidance-01,exp-app-0351,A,2025-03-18T14:00:00Z,mobile,phone,True,True,665,False,0,False
verification-guidance-01,exp-app-0352,A,2025-03-18T15:00:00Z,mobile,phone,False,True,826,False,0,False
verification-guidance-01,exp-app-0353,B,2025-03-18T16:00:00Z,mobile,phone,True,True,796,False,0,False
verification-guidance-01,exp-app-0354,A,2025-03-18T17:00:00Z,mobile,phone,True,True,903,False,0,False
verification-guidance-01,exp-app-0355,A,2025-03-18T18:00:00Z,mobile,phone,True,True,995,False,0,False
verification-guidance-01,exp-app-0356,A,2025-03-18T19:00:00Z,mobile,phone,False,True,878,False,0,False
verification-guidance-01,exp-app-0357,B,2025-03-18T20:00:00Z,mobile,phone,True,False,872,False,0,False
verification-guidance-01,exp-app-0358,A,2025-03-18T21:00:00Z,mobile,phone,True,True,623,False,0,False
verification-guidance-01,exp-app-0359,B,2025-03-18T22:00:00Z,mobile,phone,True,False,632,False,0,False
verification-guidance-01,exp-app-0360,B,2025-03-18T23:00:00Z,mobile,phone,True,True,825,False,0,False
verification-guidance-01,exp-app-0361,B,2025-03-19T00:00:00Z,mobile,phone,True,True,837,False,0,False
verification-guidance-01,exp-app-0362,A,2025-03-19T01:00:00Z,mobile,phone,True,True,858,False,0,False
verification-guidance-01,exp-app-0363,A,2025-03-19T02:00:00Z,mobile,phone,True,True,841,False,0,False
verification-guidance-01,exp-app-0364,A,2025-03-19T03:00:00Z,mobile,phone,True,True,536,False,0,False
verification-guidance-01,exp-app-0365,A,2025-03-19T04:00:00Z,mobile,phone,True,False,845,False,0,False
verification-guidance-01,exp-app-0366,A,2025-03-19T05:00:00Z,mobile,phone,False,True,750,False,0,False
verification-guidance-01,exp-app-0367,A,2025-03-19T06:00:00Z,mobile,phone,True,True,831,False,0,False
verification-guidance-01,exp-app-0368,B,2025-03-19T07:00:00Z,mobile,phone,True,False,722,False,0,False
verification-guidance-01,exp-app-0369,A,2025-03-19T08:00:00Z,mobile,phone,False,True,662,False,0,False
verification-guidance-01,exp-app-0370,A,2025-03-19T09:00:00Z,mobile,phone,False,False,655,False,0,False
verification-guidance-01,exp-app-0371,A,2025-03-19T10:00:00Z,mobile,phone,False,True,755,False,0,False
verification-guidance-01,exp-app-0372,B,2025-03-19T11:00:00Z,mobile,phone,True,True,743,False,1,True
verification-guidance-01,exp-app-0373,B,2025-03-19T12:00:00Z,mobile,phone,True,True,643,False,0,False
verification-guidance-01,exp-app-0374,A,2025-03-19T13:00:00Z,mobile,phone,False,True,562,False,0,False
verification-guidance-01,exp-app-0375,B,2025-03-19T14:00:00Z,mobile,phone,True,True,812,True,0,False
verification-guidance-01,exp-app-0376,B,2025-03-19T15:00:00Z,mobile,phone,False,True,777,False,0,False
verification-guidance-01,exp-app-0377,B,2025-03-19T16:00:00Z,mobile,phone,True,True,836,False,0,False
verification-guidance-01,exp-app-0378,A,2025-03-19T17:00:00Z,mobile,phone,True,True,587,False,0,False
verification-guidance-01,exp-app-0379,A,2025-03-19T18:00:00Z,mobile,phone,False,True,770,False,0,False
verification-guidance-01,exp-app-0380,A,2025-03-19T19:00:00Z,mobile,phone,True,True,733,False,0,True
verification-guidance-01,exp-app-0381,B,2025-03-19T20:00:00Z,mobile,phone,True,True,672,False,0,False
verification-guidance-01,exp-app-0382,A,2025-03-19T21:00:00Z,mobile,phone,True,False,791,False,0,False
verification-guidance-01,exp-app-0383,A,2025-03-19T22:00:00Z,mobile,phone,True,True,591,False,0,False
verification-guidance-01,exp-app-0384,B,2025-03-19T23:00:00Z,mobile,phone,True,True,926,False,0,False
verification-guidance-01,exp-app-0385,B,2025-03-19T00:00:00Z,mobile,phone,True,True,819,False,1,False
verification-guidance-01,exp-app-0386,B,2025-03-19T01:00:00Z,mobile,phone,True,True,715,False,0,False
verification-guidance-01,exp-app-0387,B,2025-03-19T02:00:00Z,mobile,phone,True,False,754,False,0,False
verification-guidance-01,exp-app-0388,B,2025-03-19T03:00:00Z,mobile,phone,True,True,757,False,0,False
verification-guidance-01,exp-app-0389,B,2025-03-19T04:00:00Z,mobile,phone,True,True,787,False,0,False
verification-guidance-01,exp-app-0390,A,2025-03-19T05:00:00Z,mobile,phone,True,True,715,False,0,False
verification-guidance-01,exp-app-0391,A,2025-03-19T06:00:00Z,mobile,phone,False,True,637,False,0,False
verification-guidance-01,exp-app-0392,B,2025-03-19T07:00:00Z,mobile,phone,True,True,800,False,0,False
verification-guidance-01,exp-app-0393,A,2025-03-19T08:00:00Z,mobile,phone,True,True,702,False,0,False
verification-guidance-01,exp-app-0394,B,2025-03-19T09:00:00Z,mobile,phone,True,True,804,False,0,False
verification-guidance-01,exp-app-0395,B,2025-03-19T10:00:00Z,mobile,phone,True,True,818,False,0,False
verification-guidance-01,exp-app-0396,A,2025-03-19T11:00:00Z,mobile,phone,True,False,720,False,0,False
verification-guidance-01,exp-app-0397,B,2025-03-19T12:00:00Z,mobile,phone,True,True,785,True,0,False
verification-guidance-01,exp-app-0398,A,2025-03-19T13:00:00Z,mobile,phone,True,False,690,False,0,False
verification-guidance-01,exp-app-0399,A,2025-03-19T14:00:00Z,mobile,phone,False,True,831,False,0,False
verification-guidance-01,exp-app-0400,B,2025-03-19T15:00:00Z,mobile,phone,False,True,794,False,0,False
