event_id,timestamp,session_id,anonymous_or_synthetic_member_id,channel,device_type,event_name,page_or_feature,outcome,duration_ms,source_system,application_id,attempt_number,error_category,vendor_result,api_duration_ms
evt-00174,2025-01-09T12:00:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,page_view,account_opening,success,420,member_web,app-0029,1,,,0
evt-00175,2025-01-09T12:01:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_started,account_opening,success,900,account_opening,app-0029,1,,,0
evt-00176,2025-01-09T12:02:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0029,1,,,520
evt-00177,2025-01-09T12:03:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0029,1,,verified,700
evt-00178,2025-01-09T12:04:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0029,1,,,0
evt-00179,2025-01-09T12:05:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0029,1,,,0
evt-00180,2025-01-09T12:45:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0030,1,,,0
evt-00181,2025-01-09T12:46:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_started,account_opening,success,900,account_opening,app-0030,1,,,0
evt-00182,2025-01-09T12:47:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0030,1,,,900
evt-00183,2025-01-09T12:48:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0030,1,,verified,1100
evt-00184,2025-01-09T12:49:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0030,1,,,0
evt-00185,2025-01-09T12:50:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0030,1,,,0
evt-00186,2025-01-09T13:30:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0031,1,,,0
evt-00187,2025-01-09T13:31:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_started,account_opening,success,900,account_opening,app-0031,1,,,0
evt-00188,2025-01-09T13:32:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0031,1,,,900
evt-00189,2025-01-09T13:33:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0031,1,,verified,1100
evt-00190,2025-01-09T13:34:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0031,1,,,0
evt-00191,2025-01-09T13:35:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0031,1,,,0
evt-00192,2025-01-09T14:15:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0032,1,,,0
evt-00193,2025-01-09T14:16:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_started,account_opening,success,900,account_opening,app-0032,1,,,0
evt-00194,2025-01-09T14:17:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0032,1,,,900
evt-00195,2025-01-09T14:18:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0032,1,,verified,1100
evt-00196,2025-01-09T14:19:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0032,1,,,0
evt-00197,2025-01-09T14:20:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0032,1,,,0
evt-00198,2025-01-09T15:40:00Z,d04-service,synthetic-member-d04-service,mobile,phone,login_success,login,success,380,harbor_api,,0,,,0
evt-00199,2025-01-09T15:41:00Z,d04-service,synthetic-member-d04-service,mobile,phone,account_view,checking_summary,success,310,harbor_api,,0,,,0
evt-00200,2025-01-10T09:00:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,page_view,account_opening,success,420,member_web,app-0033,1,,,0
evt-00201,2025-01-10T09:01:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,application_started,account_opening,success,900,account_opening,app-0033,1,,,0
evt-00202,2025-01-10T09:02:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0033,1,,,520
evt-00203,2025-01-10T09:03:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0033,1,,verified,700
evt-00204,2025-01-10T09:04:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0033,1,,,0
evt-00205,2025-01-10T09:05:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0033,1,,,0
evt-00206,2025-01-10T09:45:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,page_view,account_opening,success,420,member_web,app-0034,1,,,0
evt-00207,2025-01-10T09:46:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,application_started,account_opening,success,900,account_opening,app-0034,1,,,0
evt-00208,2025-01-10T09:47:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0034,1,,,520
evt-00209,2025-01-10T09:48:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0034,1,,verified,700
evt-00210,2025-01-10T09:49:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0034,1,,,0
evt-00211,2025-01-10T09:50:00Z,d05-app-02,synthetic-member-d05-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0034,1,,,0
evt-00212,2025-01-10T10:30:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,page_view,account_opening,success,420,member_web,app-0035,1,,,0
evt-00213,2025-01-10T10:31:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,application_started,account_opening,success,900,account_opening,app-0035,1,,,0
evt-00214,2025-01-10T10:32:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0035,1,,,520
evt-00215,2025-01-10T10:33:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0035,1,,verified,700
evt-00216,2025-01-10T10:34:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0035,1,,,0
evt-00217,2025-01-10T10:35:00Z,d05-app-03,synthetic-member-d05-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0035,1,,,0
evt-00218,2025-01-10T11:15:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,page_view,account_opening,success,420,member_web,app-0036,1,,,0
evt-00219,2025-01-10T11:16:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,application_started,account_opening,success,900,account_opening,app-0036,1,,,0
evt-00220,2025-01-10T11:17:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0036,1,,,520
evt-00221,2025-01-10T11:18:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0036,1,,verified,700
evt-00222,2025-01-10T11:19:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0036,1,,,0
evt-00223,2025-01-10T11:20:00Z,d05-app-04,synthetic-member-d05-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0036,1,,,0
evt-00224,2025-01-10T12:00:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,page_view,account_opening,success,420,member_web,app-0037,1,,,0
evt-00225,2025-01-10T12:01:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,application_started,account_opening,success,900,account_opening,app-0037,1,,,0
evt-00226,2025-01-10T12:02:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0037,1,,,520
evt-00227,2025-01-10T12:03:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0037,1,,verified,700
evt-00228,2025-01-10T12:04:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0037,1,,,0
evt-00229,2025-01-10T12:05:00Z,d05-app-05,synthetic-member-d05-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0037,1,,,0
evt-00230,2025-01-10T12:45:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0038,1,,,0
evt-00231,2025-01-10T12:46:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,application_started,account_opening,success,900,account_opening,app-0038,1,,,0
evt-00232,2025-01-10T12:47:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0038,1,,,900
evt-00233,2025-01-10T12:48:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0038,1,,verified,1100
evt-00234,2025-01-10T12:49:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0038,1,,,0
evt-00235,2025-01-10T12:50:00Z,d05-app-06,synthetic-member-d05-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0038,1,,,0
evt-00236,2025-01-10T13:30:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0039,1,,,0
evt-00237,2025-01-10T13:31:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,application_started,account_opening,success,900,account_opening,app-0039,1,,,0
evt-00238,2025-01-10T13:32:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0039,1,,,900
evt-00239,2025-01-10T13:33:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0039,1,,verified,1100
evt-00240,2025-01-10T13:34:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0039,1,,,0
evt-00241,2025-01-10T13:35:00Z,d05-app-07,synthetic-member-d05-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0039,1,,,0
evt-00242,2025-01-10T14:15:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0040,1,,,0
evt-00243,2025-01-10T14:16:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,application_started,account_opening,success,900,account_opening,app-0040,1,,,0
evt-00244,2025-01-10T14:17:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0040,1,,,900
evt-00245,2025-01-10T14:18:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0040,1,,verified,1100
evt-00246,2025-01-10T14:19:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0040,1,,,0
evt-00247,2025-01-10T14:20:00Z,d05-app-08,synthetic-member-d05-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0040,1,,,0
evt-00248,2025-01-10T15:40:00Z,d05-service,synthetic-member-d05-service,web,desktop,login_success,login,success,380,harbor_api,,0,,,0
evt-00249,2025-01-10T15:41:00Z,d05-service,synthetic-member-d05-service,web,desktop,account_view,checking_summary,success,310,harbor_api,,0,,,0
evt-00250,2025-01-11T09:00:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,page_view,account_opening,success,420,member_web,app-0041,1,,,0
evt-00251,2025-01-11T09:01:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,application_started,account_opening,success,900,account_opening,app-0041,1,,,0
evt-00252,2025-01-11T09:02:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0041,1,,,520
evt-00253,2025-01-11T09:03:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0041,1,,verified,700
evt-00254,2025-01-11T09:04:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0041,1,,,0
evt-00255,2025-01-11T09:05:00Z,d06-app-01,synthetic-member-d06-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0041,1,,,0
evt-00256,2025-01-11T09:45:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,page_view,account_opening,success,420,member_web,app-0042,1,,,0
evt-00257,2025-01-11T09:46:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,application_started,account_opening,success,900,account_opening,app-0042,1,,,0
evt-00258,2025-01-11T09:47:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0042,1,,,520
evt-00259,2025-01-11T09:48:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0042,1,,verified,700
evt-00260,2025-01-11T09:49:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0042,1,,,0
evt-00261,2025-01-11T09:50:00Z,d06-app-02,synthetic-member-d06-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0042,1,,,0
evt-00262,2025-01-11T10:30:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,page_view,account_opening,success,420,member_web,app-0043,1,,,0
evt-00263,2025-01-11T10:31:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,application_started,account_opening,success,900,account_opening,app-0043,1,,,0
evt-00264,2025-01-11T10:32:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0043,1,,,520
evt-00265,2025-01-11T10:33:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0043,1,,verified,700
evt-00266,2025-01-11T10:34:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0043,1,,,0
evt-00267,2025-01-11T10:35:00Z,d06-app-03,synthetic-member-d06-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0043,1,,,0
evt-00268,2025-01-11T11:15:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,page_view,account_opening,success,420,member_web,app-0044,1,,,0
evt-00269,2025-01-11T11:16:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,application_started,account_opening,success,900,account_opening,app-0044,1,,,0
evt-00270,2025-01-11T11:17:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0044,1,,,520
evt-00271,2025-01-11T11:18:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0044,1,,verified,700
evt-00272,2025-01-11T11:19:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0044,1,,,0
evt-00273,2025-01-11T11:20:00Z,d06-app-04,synthetic-member-d06-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0044,1,,,0
evt-00274,2025-01-11T12:00:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,page_view,account_opening,success,420,member_web,app-0045,1,,,0
evt-00275,2025-01-11T12:01:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,application_started,account_opening,success,900,account_opening,app-0045,1,,,0
evt-00276,2025-01-11T12:02:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0045,1,,,520
evt-00277,2025-01-11T12:03:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0045,1,,verified,700
evt-00278,2025-01-11T12:04:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0045,1,,,0
evt-00279,2025-01-11T12:05:00Z,d06-app-05,synthetic-member-d06-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0045,1,,,0
evt-00280,2025-01-11T12:45:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0046,1,,,0
evt-00281,2025-01-11T12:46:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,application_started,account_opening,success,900,account_opening,app-0046,1,,,0
evt-00282,2025-01-11T12:47:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0046,1,,,900
evt-00283,2025-01-11T12:48:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0046,1,,verified,1100
evt-00284,2025-01-11T12:49:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0046,1,,,0
evt-00285,2025-01-11T12:50:00Z,d06-app-06,synthetic-member-d06-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0046,1,,,0
evt-00286,2025-01-11T13:30:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0047,1,,,0
evt-00287,2025-01-11T13:31:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,application_started,account_opening,success,900,account_opening,app-0047,1,,,0
evt-00288,2025-01-11T13:32:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0047,1,,,900
evt-00289,2025-01-11T13:33:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0047,1,,verified,1100
evt-00290,2025-01-11T13:34:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0047,1,,,0
evt-00291,2025-01-11T13:35:00Z,d06-app-07,synthetic-member-d06-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0047,1,,,0
evt-00292,2025-01-11T14:15:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0048,1,,,0
evt-00293,2025-01-11T14:16:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,application_started,account_opening,success,900,account_opening,app-0048,1,,,0
evt-00294,2025-01-11T14:17:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0048,1,,,900
evt-00295,2025-01-11T14:18:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0048,1,,verified,1100
evt-00296,2025-01-11T14:19:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0048,1,,,0
evt-00297,2025-01-11T14:20:00Z,d06-app-08,synthetic-member-d06-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0048,1,,,0
evt-00298,2025-01-11T15:40:00Z,d06-service,synthetic-member-d06-service,mobile,phone,login_success,login,success,380,harbor_api,,0,,,0
evt-00299,2025-01-11T15:41:00Z,d06-service,synthetic-member-d06-service,mobile,phone,account_view,checking_summary,success,310,harbor_api,,0,,,0
evt-00300,2025-01-12T09:00:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,page_view,account_opening,success,420,member_web,app-0049,1,,,0
evt-00301,2025-01-12T09:01:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,application_started,account_opening,success,900,account_opening,app-0049,1,,,0
evt-00302,2025-01-12T09:02:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0049,1,,,520
evt-00303,2025-01-12T09:03:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0049,1,,verified,700
evt-00304,2025-01-12T09:04:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0049,1,,,0
evt-00305,2025-01-12T09:05:00Z,d07-app-01,synthetic-member-d07-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0049,1,,,0
evt-00306,2025-01-12T09:45:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,page_view,account_opening,success,420,member_web,app-0050,1,,,0
evt-00307,2025-01-12T09:46:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,application_started,account_opening,success,900,account_opening,app-0050,1,,,0
evt-00308,2025-01-12T09:47:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0050,1,,,520
evt-00309,2025-01-12T09:48:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0050,1,,verified,700
evt-00310,2025-01-12T09:49:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0050,1,,,0
evt-00311,2025-01-12T09:50:00Z,d07-app-02,synthetic-member-d07-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0050,1,,,0
evt-00312,2025-01-12T10:30:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,page_view,account_opening,success,420,member_web,app-0051,1,,,0
evt-00313,2025-01-12T10:31:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,application_started,account_opening,success,900,account_opening,app-0051,1,,,0
evt-00314,2025-01-12T10:32:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0051,1,,,520
evt-00315,2025-01-12T10:33:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0051,1,,verified,700
evt-00316,2025-01-12T10:34:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0051,1,,,0
evt-00317,2025-01-12T10:35:00Z,d07-app-03,synthetic-member-d07-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0051,1,,,0
evt-00318,2025-01-12T11:15:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,page_view,account_opening,success,420,member_web,app-0052,1,,,0
evt-00319,2025-01-12T11:16:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,application_started,account_opening,success,900,account_opening,app-0052,1,,,0
evt-00320,2025-01-12T11:17:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0052,1,,,520
evt-00321,2025-01-12T11:18:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0052,1,,verified,700
evt-00322,2025-01-12T11:19:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0052,1,,,0
evt-00323,2025-01-12T11:20:00Z,d07-app-04,synthetic-member-d07-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0052,1,,,0
evt-00324,2025-01-12T12:00:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,page_view,account_opening,success,420,member_web,app-0053,1,,,0
evt-00325,2025-01-12T12:01:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,application_started,account_opening,success,900,account_opening,app-0053,1,,,0
evt-00326,2025-01-12T12:02:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider,app-0053,1,,,520
evt-00327,2025-01-12T12:03:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0053,1,,verified,700
evt-00328,2025-01-12T12:04:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening,app-0053,1,,,0
evt-00329,2025-01-12T12:05:00Z,d07-app-05,synthetic-member-d07-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening,app-0053,1,,,0
evt-00330,2025-01-12T12:45:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0054,1,,,0
evt-00331,2025-01-12T12:46:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,application_started,account_opening,success,900,account_opening,app-0054,1,,,0
evt-00332,2025-01-12T12:47:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0054,1,,,900
evt-00333,2025-01-12T12:48:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0054,1,,verified,1100
evt-00334,2025-01-12T12:49:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0054,1,,,0
evt-00335,2025-01-12T12:50:00Z,d07-app-06,synthetic-member-d07-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0054,1,,,0
evt-00336,2025-01-12T13:30:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0055,1,,,0
evt-00337,2025-01-12T13:31:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,application_started,account_opening,success,900,account_opening,app-0055,1,,,0
evt-00338,2025-01-12T13:32:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0055,1,,,900
evt-00339,2025-01-12T13:33:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0055,1,,verified,1100
evt-00340,2025-01-12T13:34:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening,app-0055,1,,,0
evt-00341,2025-01-12T13:35:00Z,d07-app-07,synthetic-member-d07-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening,app-0055,1,,,0
evt-00342,2025-01-12T14:15:00Z,d07-app-08,synthetic-member-d07-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app,app-0056,1,,,0
evt-00343,2025-01-12T14:16:00Z,d07-app-08,synthetic-member-d07-app-08,mobile,phone,application_started,account_opening,success,900,account_opening,app-0056,1,,,0
evt-00344,2025-01-12T14:17:00Z,d07-app-08,synthetic-member-d07-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider,app-0056,1,,,900
evt-00345,2025-01-12T14:18:00Z,d07-app-08,synthetic-member-d07-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider,app-0056,1,,verified,1100
